"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"BIQ_PERSON_ID"
5000168|"Jørgen Appel Kelkjær"|"Tjellesen Max Jenne"|"Direktionspost adm. dir"|""|1001684
5000168|"Carsten Tillner"|"Tjellesen Max Jenne"|"Bestyrelsespost næstformand"|""|1595863
5000168|"Stefan Manfred Heine"|"Tjellesen Max Jenne"|"Bestyrelsespost formand"|""|1719953
5000168|"Rebecca Hilleberg"|"Tjellesen Max Jenne"|"Bestyrelsespost"|""|1719954
5000168|"Marina von Lachmann Steensen"|"Tjellesen Max Jenne"|"Direktionspost"|""|1777799
5000652|"Frede Clausen"|"TK Development"|"Direktionspost Administrerende direktør"|""|359732
5000652|"Jens Erik Jepsen Christensen"|"TK Development"|"Bestyrelsespost"|""|435402
5000652|"Jesper Jarlbæk"|"TK Development"|"Bestyrelsespost"|""|445725
5000652|"Niels Henrik Roth"|"TK Development"|"Bestyrelsespost formand"|""|570139
5000652|"Per Søndergaard Pedersen"|"TK Development"|"Bestyrelsespost"|""|603383
5000652|"Robert Andersen"|"TK Development"|"Direktionspost"|""|633125
5000652|"Torsten Erik Rasmussen"|"TK Development"|"Bestyrelsespost næstformand"|""|682087
5000724|"Tony Thure Jakobsen"|"TNT Danmark"|"Bestyrelsespost formand"|""|677080
5000724|"Frank Jørgensen"|"TNT Danmark"|"Direktionspost Administrerende direktør"|""|1307745
5000724|"Kristian Strømgren Kirkensgaard"|"TNT Danmark"|"Bestyrelsespost"|""|16851352
5000455|"Bo Andersen"|"Tomex Danmark"|"Bestyrelsespost"|""|289620
5000455|"Peter Lau Lauritzen"|"Tomex Danmark"|"Bestyrelsespost Formand"|""|610196
5000455|"Tom Andersen"|"Tomex Danmark"|"Bestyrelsespost"|""|674070
5000330|"Mikael Thinghuus"|"Toms Gruppen"|"Bestyrelsespost"|""|235224
5000330|"Jesper Eigen Møller"|"Toms Gruppen"|"Direktionspost adm. dir"|""|445166
5000330|"Lone Nielsen"|"Toms Gruppen"|"Bestyrelsespost"|""|537186
5000330|"Mads Ole Krage"|"Toms Gruppen"|"Bestyrelsespost"|""|539649
5000330|"Søren Svenningsen"|"Toms Gruppen"|"Bestyrelsespost"|""|664830
5000330|"Terje Laurberg Lyngø List"|"Toms Gruppen"|"Bestyrelsespost næstformand"|""|667444
5000330|"Ulrik Bülow"|"Toms Gruppen"|"Bestyrelsespost"|""|687402
5000330|"Villy Rasmussen"|"Toms Gruppen"|"Bestyrelsespost formand"|""|693766
5000330|"Christian Hother Sørensen"|"Toms Gruppen"|"Bestyrelsespost"|""|1184661
5000330|"Joan Wind"|"Toms Gruppen"|"Bestyrelsespost Medarbejdervalgt"|""|1477763
5000330|"Anders Hagh"|"Toms Gruppen"|"Direktionspost Økonomidirektør"|""|1754815
5000166|"Anneli Gjørup"|"Top-Toy Holding"|"Bestyrelsespost"|""|257390
5000166|"Bjarne Gjørup"|"Top-Toy Holding"|"Bestyrelsespost formand"|""|286048
5000166|"Henrik Gjørup"|"Top-Toy Holding"|"Bestyrelsespost"|""|401558
5000166|"Lars Gjørup"|"Top-Toy Holding"|"Direktionspost"|""|516215
5000166|"Peter Gjørup"|"Top-Toy Holding"|"Direktionspost adm. direktør"|""|607679
5000166|"Thomas Henrik Gjørup"|"Top-Toy Holding"|"Bestyrelsespost"|""|668940
5000166|"Frank Helles Kristensen"|"Top-Toy Holding"|"Direktionspost"|""|1765721
5000065|"Anders Jørn Knutsen"|"Topdanmark"|"Bestyrelsespost næstformand"|""|247847
5000065|"Annette Sadolin"|"Topdanmark"|"Bestyrelsespost"|""|258606
5000065|"Christian Sagild"|"Topdanmark"|"Direktionspost adm. dir"|""|308772
5000065|"Desiree Mørch Schultz"|"Topdanmark"|"Bestyrelsespost"|""|318083
5000065|"Jens Maaløe"|"Topdanmark"|"Bestyrelsespost"|""|439066
5000065|"Kim Bruhn-Petersen"|"Topdanmark"|"Direktionspost"|""|491946
5000065|"Knud Jørgen Aare Vest"|"Topdanmark"|"Bestyrelsespost"|""|505024
5000065|"Lars Thykier"|"Topdanmark"|"Direktionspost"|""|520965
5000065|"Michael Pram Rasmussen"|"Topdanmark"|"Bestyrelsespost formand"|""|554525
5000065|"Søren Thorup Sørensen"|"Topdanmark"|"Bestyrelsespost"|""|1050931
5000065|"Charlotte Hougaard"|"Topdanmark"|"Bestyrelsespost medarbejdervalgt"|""|1439764
5000065|"Trine Zappe"|"Topdanmark"|"Bestyrelsespost"|""|2002505
5000766|"Eivind Dam Jensen"|"Topsil Semiconductors"|"Bestyrelsespost næstformand"|""|232738
5000766|"Jens Borelli-Kjær"|"Topsil Semiconductors"|"Bestyrelsespost formand"|""|433498
5000766|"Jørgen Bødker"|"Topsil Semiconductors"|"Direktionspost"|""|464952
5000766|"Jørgen Frost"|"Topsil Semiconductors"|"Bestyrelsespost"|""|466572
5000766|"Michael Hedegaard Lyng"|"Topsil Semiconductors"|"Bestyrelsespost"|""|552745
5000766|"Karl Kristian Hvidt Nielsen"|"Topsil Semiconductors"|"Direktionspost adm. dir"|""|804332
5000766|"Jens Balslev Olesen"|"Topsil Semiconductors"|"Bestyrelsespost"|""|2003625
5000766|"Jesper Leed Thomsen"|"Topsil Semiconductors"|"Bestyrelsespost"|""|2003626
5000134|"Povl Christian Lütken Frigast"|"Torm"|"Bestyrelsespost Næstformand"|""|307017
5000134|"Jacob Balslev Meldgaard"|"Torm"|"Direktionspost adm. dir"|""|420774
5000134|"Jesper Jarlbæk"|"Torm"|"Bestyrelsespost"|""|445725
5000134|"Niels Erik Nielsen"|"Torm"|"Bestyrelsespost Formand"|""|568830
5000134|"Roland Munkerod Andersen"|"Torm"|"Direktionspost"|""|634566
5000134|"Kári millum Garðarnar"|"Torm"|"Bestyrelsespost"|""|2002377
5000134|"Rasmus Johannes Skaun Hoffmann"|"Torm"|"Bestyrelsespost"|""|2002378
5000023|"Claus Erik Pedersen"|"TOTALKREDIT A/S"|"Bestyrelsespost næstformand"|""|311566
5000023|"Frank Alex Kristensen"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|356596
5000023|"Karen Frøsig"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|480825
5000023|"Kim Rønnow Duus"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|493939
5000023|"Søren Holm"|"TOTALKREDIT A/S"|"Bestyrelsespost formand"|""|661659
5000023|"Gert Rinaldo Jonassen"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|1073630
5000023|"Hans Henrik Andersen"|"TOTALKREDIT A/S"|"Direktionspost"|""|380419
5000023|"Jari Loch Jensen"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|1514984
5000023|"Jette Alsig Bargholz"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|1720666
5000023|"Lars Holst"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|517129
5000023|"Merete Nilausen"|"TOTALKREDIT A/S"|"Bestyrelsespost"|""|1164335
5000023|"Troels Bülow-Olsen"|"TOTALKREDIT A/S"|"Direktionspost"|""|1510762
5000257|"Kristian Krapper"|"Toyota"|"Bestyrelsespost"|""|508676
5000257|"Keiji Sudo"|"Toyota"|"Bestyrelsespost"|""|2001665
5000257|"Hans-Eric Lennart Almebäck"|"Toyota"|"Bestyrelsespost formand"|""|17085946
5000257|"Daniele Schillaci"|"Toyota"|"Bestyrelsespost"|""|17085947
5000775|"Lars Bo Larsen"|"Toyota Material Handl."|"Direktionspost"|""|514493
5000775|"Ulf Jonas Tornerefelt"|"Toyota Material Handl."|"Bestyrelsespost"|""|702036
5000775|"Pehr Gösta Wass"|"Toyota Material Handl."|"Bestyrelsespost formand"|""|1464259
5000767|"Bo Larsson"|"Trioplast Nyborg"|"Bestyrelsespost"|""|290585
5000767|"Gunnar Maretti"|"Trioplast Nyborg"|"Bestyrelsespost"|""|327028
5000767|"John Martin Petersson"|"Trioplast Nyborg"|"Bestyrelsespost formand"|""|456688
5000767|"Karin Bergholdt Madsen"|"Trioplast Nyborg"|"Bestyrelsespost"|""|482347
5000767|"Lars Peter Johan Magneli"|"Trioplast Nyborg"|"Direktionspost adm. dir"|""|519767
5000767|"Michael Skouw Nielsen"|"Trioplast Nyborg"|"Bestyrelsespost"|""|1264267
5000767|"Allis Sørensen"|"Trioplast Nyborg"|"Bestyrelsespost medarbejdervalgt"|""|1472327
5000500|"Anker Ditlev Mejnertz"|"Triplenine Fish Protein"|"Bestyrelsespost formand"|""|252142
5000500|"Christian Bisgaard"|"Triplenine Fish Protein"|"Direktionspost adm. dir"|""|306378
5000500|"Holger Lodberg"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|408307
5000500|"Irving Kristensen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|419272
5000500|"Jean Vad Christensen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|431638
5000500|"Lars Graff Vohnsen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|516286
5000500|"Niels Arne Hounisen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|566598
5000500|"Niels Ole Mortensen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|573024
5000500|"Preben Thomsen Schmidt"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|627274
5000500|"Søren Kristian Espersen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|660834
5000500|"Villy Bülow Rossen"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|693210
5000500|"René Hovgaard Schmidt"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|1538010
5000500|"Lars Krause-Kjær"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|1753998
5000500|"Jens Thorbek"|"Triplenine Fish Protein"|"Bestyrelsespost"|""|1827025
5000610|"Peter-Ulrik Plesner"|"Triumph International Textil"|"Bestyrelsespost Formand"|""|614326
5000610|"Søren Steffensen"|"Triumph International Textil"|"Direktionspost"|""|664690
5000610|"Cornelis Van Teeffelen"|"Triumph International Textil"|"Bestyrelsespost"|""|1194654
5000610|"Jesper Thorlak"|"Triumph International Textil"|"Bestyrelsespost"|""|1962786
5000047|"Jens Bjerg Sørensen"|"Tryg"|"Bestyrelsespost"|""|433359
5000047|"Jesper Hjulmand"|"Tryg"|"Bestyrelsespost"|""|445600
5000047|"Jørgen Mikael Ole Olufsen"|"Tryg"|"Bestyrelsespost formand"|""|470151
5000047|"Jørn Wendel Andersen"|"Tryg"|"Bestyrelsespost"|""|476481
5000047|"Lars Ulrik Bonde"|"Tryg"|"Direktionspost"|""|521111
5000047|"Lene Skole-Sørensen"|"Tryg"|"Bestyrelsespost"|""|528590
5000047|"Paul Assar Bergqvist"|"Tryg"|"Bestyrelsespost"|""|593397
5000047|"Torben Henning Nielsen"|"Tryg"|"Bestyrelsespost næstformand"|""|678808
5000047|"Morten Marc Hübbe"|"Tryg"|"Direktionspost adm. dir"|""|976948
5000047|"Tor Magne Lønnum"|"Tryg"|"Direktionspost"|""|1311173
5000047|"Christian Nicolay Brinch"|"Tryg"|"Bestyrelsespost"|""|1430684
5000047|"Rune Torgeir Joensen"|"Tryg"|"Bestyrelsespost"|""|1587403
5000047|"Berit Torm"|"Tryg"|"Bestyrelsespost Medarbejdervalgt"|""|1587404
5000047|"John Bill-Ove Johansson"|"Tryg"|"Bestyrelsespost"|""|1866884
5000047|"Tina Snejbjerg"|"Tryg"|"Bestyrelsespost medarbejdervalgt"|""|1866885
5000028|"Flemming Nyenstad Enevoldsen"|"TULIP FOOD COMPANY A/S"|"Direktionspost adm. dir"|""|233080
5000028|"Erik Larsen"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|337558
5000028|"Erik Michael Bredholt"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost næstformand"|""|338131
5000028|"Kjeld Johannesen"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost formand"|""|499067
5000028|"Mads Ole Krage"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|539649
5000028|"Peder Steen Andersen Philipp"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|595553
5000028|"Gitte Harboe Bonderup"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|17046642
5000028|"Henrik Marcher"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|1434055
5000028|"Morten Rahbek Hansen"|"TULIP FOOD COMPANY A/S"|"Bestyrelsespost"|""|564114
5000380|"Eijiro Yamakita"|"Tumlare Corporation"|"Direktionspost adm. dir"|""|1463903
5000380|"Hisanori Zama"|"Tumlare Corporation"|"Bestyrelsespost formand"|""|1463904
5000380|"Claudio Torti"|"Tumlare Corporation"|"Direktionspost"|""|1553111
5000380|"John Block Gartmann"|"Tumlare Corporation"|"Direktionspost Økonomidirektør"|""|1624584
5000380|"Berend Lund Christian"|"Tumlare Corporation"|"Direktionspost"|""|1644227
5000380|"Kenji Kawabe"|"Tumlare Corporation"|"Bestyrelsespost"|""|1875228
5000224|"Bodil Nyboe Andersen"|"TV2"|"Bestyrelsespost"|""|292155
5000224|"Flemming Ammentorp Østergaard"|"TV2"|"Bestyrelsespost"|""|351602
5000224|"Jørgen Badstue"|"TV2"|"Bestyrelsespost Medarbejdervalgt"|""|464131
5000224|"Lars Liebst Poulsen"|"TV2"|"Bestyrelsespost formand"|""|518415
5000224|"Merete Helene Eldrup"|"TV2"|"Direktionspost Adm. Dir"|""|549322
5000224|"Palle Ebbesen Smed"|"TV2"|"Bestyrelsespost"|""|591768
5000224|"Peter Normann"|"TV2"|"Direktionspost"|""|611537
5000224|"Steffen Kjærulff-Schmidt"|"TV2"|"Bestyrelsespost"|""|645391
5000224|"Niels Brinch"|"TV2"|"Bestyrelsespost Medarbejdervalgt"|""|1028113
5000224|"Per Christiansen"|"TV2"|"Bestyrelsespost Medarbejdervalgt"|""|1030289
5000224|"Tine Susanne Miksch Roed"|"TV2"|"Bestyrelsespost næstformand"|""|1233925
5000262|"Peter Arndrup Poulsen"|"Tvilum"|"Direktionspost adm. dir"|""|605254
5000262|"Thomas Voss"|"Tvilum"|"Bestyrelsespost formand"|""|670611
5000262|"Graham Francis Balls"|"Tvilum"|"Bestyrelsespost næstformand"|""|1180635
5000262|"Verner Fuglsang Sørensen"|"Tvilum"|"Bestyrelsespost"|""|1458096
5000962|"Anders Christer Moberg"|"Tæppeland"|"Bestyrelsespost formand"|""|246745
5000962|"Jørn Ejvind Jensen"|"Tæppeland"|"Bestyrelsespost"|""|474512
5000962|"Klaus Michael Vestergaard"|"Tæppeland"|"Direktionspost Økonomidirektør"|""|501371
5000962|"Leif Morland Kristensen"|"Tæppeland"|"Bestyrelsespost"|""|525484
5000962|"Oscar Claudius Crohn"|"Tæppeland"|"Bestyrelsespost"|""|588679
5000962|"Mette Kapsch"|"Tæppeland"|"Bestyrelsespost"|""|1103791
5000962|"Jesper Hem"|"Tæppeland"|"Bestyrelsespost"|""|1675188
5000962|"Torben Laurs Løvdal"|"Tæppeland"|"Direktionspost adm. dir"|""|1930942
5000976|"Klaus Krog Hansen"|"Tømmergaarden"|"Direktionspost"|""|501239
5000976|"Peer Immanuel Johan Voigt"|"Tømmergaarden"|"Bestyrelsespost formand"|""|595889
5000501|"Hans Michael Mensing"|"UPS"|"Bestyrelsespost"|""|383864
5000501|"Kim Dennis Olesen"|"UPS"|"Bestyrelsespost"|""|492152
5000501|"Michael Düster"|"UPS"|"Direktionspost"|""|1873712
5000501|"James Jay Barber"|"UPS"|"Bestyrelsespost"|""|7385437
5000594|"Bo Uggerhøj"|"Uggerhøj Holding"|"Bestyrelsespost formand"|""|291261
5000594|"Carsten Henriksen"|"Uggerhøj Holding"|"Bestyrelsespost"|""|301678
5000594|"Sten Uggerhøj"|"Uggerhøj Holding"|"Bestyrelsespost"|""|646436
5000179|"Henrik Sleimann Petersen"|"Eitzen Bulk"|"Bestyrelsespost"|""|404847
5000179|"Per Lange"|"Eitzen Bulk"|"Bestyrelsespost formand"|""|957631
5000179|"Bjarne Skov Faber"|"Eitzen Bulk"|"Bestyrelsespost"|""|1143226
5000179|"Hans-Christian Olesen"|"Eitzen Bulk"|"Direktionspost adm. dir"|""|1262456
5000199|"Knud Elmholdt Stubkjær"|"Unifeeder"|"Bestyrelsespost"|""|503257
5000199|"Christian Dam-Rasmussen"|"Unifeeder"|"Bestyrelsespost"|""|1404509
5000199|"Jesper Kristensen"|"Unifeeder"|"Bestyrelsespost"|""|1480277
5000199|"Henrik August von Sydow"|"Unifeeder"|"Bestyrelsespost formand"|""|1827676
5000396|"Henrik Lindegaard Hansen"|"Unilever"|"Bestyrelsespost"|""|403165
5000396|"Lars Danielsen"|"Unilever"|"Bestyrelsespost"|""|515355
5000396|"Jens Munk Plum"|"Unilever"|"Bestyrelsespost formand"|""|948940
5000396|"Jens Christian Voldmester"|"Unilever"|"Direktionspost adm. dir"|""|1610465
5000396|"Christian Haven"|"Unilever"|"Bestyrelsespost"|""|17181577
5000696|"Jens Dalsgaard Løgstrup"|"Union Engineering"|"Bestyrelsespost"|""|434838
5000696|"Jens Thøger Hansen"|"Union Engineering"|"Bestyrelsespost formand"|""|442788
5000696|"Peter Kriklywi"|"Union Engineering"|"Direktionspost adm. dir"|""|702289
5000696|"Claus Holm-Søberg"|"Union Engineering"|"Bestyrelsespost"|""|702290
5000696|"Carsten Riisberg Lund"|"Union Engineering"|"Bestyrelsespost"|""|1452328
5000696|"Per Rud Jørgensen"|"Union Engineering"|"Bestyrelsespost"|""|1890121
5000970|"Per Helge Christer Lundblad"|"Univar"|"Bestyrelsespost"|""|599516
5000970|"Sabine Duyfjes"|"Univar"|"Bestyrelsespost formand"|""|1872023
5000970|"Paul Graham Bryant"|"Univar"|"Bestyrelsespost"|""|7384124
5000970|"Kristin Marthinsen"|"Univar"|"Direktionspost adm. dir"|""|17061635
5000164|"Patrick Joseph Lynch"|"Uno-X Energi"|"Bestyrelsespost"|""|593231
5000164|"Søren Bo Christiansen"|"Uno-X Energi"|"Bestyrelsespost"|""|659736
5000164|"Tage Johannes Kruse"|"Uno-X Energi"|"Bestyrelsespost"|""|666231
5000164|"Tove Niemann Jensen"|"Uno-X Energi"|"Bestyrelsespost medarbejdervalgt"|""|683155
5000164|"Vegar Normann Kulset"|"Uno-X Energi"|"Bestyrelsespost formand"|""|713508
5000164|"Jane Larsen"|"Uno-X Energi"|"Bestyrelsespost Medarbejdervalgt"|""|719687
5000164|"Elo Andersen"|"Uno-X Energi"|"Direktionspost adm. dir"|""|1456767
5000164|"Brian Wolter"|"Uno-X Energi"|"Bestyrelsespost"|""|1911001
5000164|"Frederik Glad"|"Uno-X Energi"|"Bestyrelsespost"|""|1947576
5000282|"John Magnus Lindskog"|"Unomedical"|"Bestyrelsespost"|""|974371
5000282|"Sanne Hentze"|"Unomedical"|"Direktionspost"|""|1140737
5000282|"George Andrew Kegler"|"Unomedical"|"Bestyrelsespost"|""|1653012
5000282|"Anthony Philip Tinari"|"Unomedical"|"Bestyrelsespost"|""|1653013
5000282|"Paul Moraviec"|"Unomedical"|"Direktionspost"|""|1739320
5000282|"Jon Uguzne Garay Alonso"|"Unomedical"|"Direktionspost"|""|1872497
5000282|"Helle Egebjerg Kure"|"Unomedical"|"Direktionspost"|""|1872498
5000282|"Kenneth Berger"|"Unomedical"|"Bestyrelsespost formand"|""|17142875
5000776|"Bente Dyhr-Nielsen"|"Vald. Birn Holding"|"Bestyrelsespost"|""|276066
5000776|"Christian Odgaard Pedersen"|"Vald. Birn Holding"|"Bestyrelsespost"|""|308355
5000776|"Ejvind Sandal"|"Vald. Birn Holding"|"Bestyrelsespost formand"|""|326877
5000776|"Ivan Ole Bak"|"Vald. Birn Holding"|"Bestyrelsespost"|""|419888
5000307|"Carsten Ørnbo"|"Valora Trade"|"Direktionspost Administrerende direktør"|""|303628
5000307|"Alex Minder"|"Valora Trade"|"Bestyrelsespost formand"|""|1095410
5000307|"Andreas Bühlmann"|"Valora Trade"|"Bestyrelsespost næstformand"|""|1263342
5000935|"Hans Aage Kofod"|"Vandcenter Syd"|"Bestyrelsespost"|""|376702
5000935|"Kenneth Christensen"|"Vandcenter Syd"|"Bestyrelsespost"|""|489866
5000935|"Peter Heick"|"Vandcenter Syd"|"Bestyrelsespost"|""|608194
5000935|"Søren Hansen"|"Vandcenter Syd"|"Bestyrelsespost"|""|661375
5000935|"Thorkild Korsholm Maarbjerg"|"Vandcenter Syd"|"Bestyrelsespost"|""|671541
5000935|"Anders Buur Bækgaard"|"Vandcenter Syd"|"Direktionspost"|""|968781
5000935|"Leif Lund Knudsen"|"Vandcenter Syd"|"Bestyrelsespost formand"|""|1243649
5000935|"Steen Jakobsen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1246080
5000935|"Alex Ahrendtsen"|"Vandcenter Syd"|"Bestyrelsespost næstformand"|""|1823401
5000935|"Veronica Hansen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1823402
5000935|"Sofus Ryge Petersen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1823403
5000935|"Kim Jørgen Jensby Jørgensen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1836399
5000935|"Carsten Hammer Jørgensen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1845072
5000935|"Niels Børge Lauridsen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1845073
5000935|"Gert Rasmussen"|"Vandcenter Syd"|"Bestyrelsespost"|""|1879104
5000108|"Lars Peter Joelsson"|"Vattenfall"|"Bestyrelsespost"|""|1311942
5000108|"Ingrid Ulrika Jacobsson Mirsch"|"Vattenfall"|"Bestyrelsespost formand"|""|1885231
5000108|"Jørgen Nielsen"|"Vattenfall"|"Direktionspost adm. dir"|""|1998266
5000171|"Søren Alsing"|"Vattenfall Energy Trading"|"Direktionspost"|""|659282
5000171|"Stephen Asplin"|"Vattenfall Energy Trading"|"Bestyrelsespost formand"|""|17156276
5000171|"Jochen Winter"|"Vattenfall Energy Trading"|"Bestyrelsespost næstformand"|""|17156277
5000171|"Penelope Annett Andersen"|"Vattenfall Energy Trading"|"Bestyrelsespost"|""|17156278
5000928|"Anders Gunnar Arvid Dahl"|"Vattenfall Vindkraft"|"Direktionspost"|""|1311944
5000928|"Johan Peter Wesslau"|"Vattenfall Vindkraft"|"Bestyrelsespost formand"|""|1598054
5000928|"Karl Ove Peter Lövgren"|"Vattenfall Vindkraft"|"Bestyrelsespost"|""|1866699
5000916|"Claus Madsen"|"Vejen Trælasthandel"|"Bestyrelsespost"|""|312717
5000916|"Gunnar Holm"|"Vejen Trælasthandel"|"Bestyrelsespost"|""|370856
5000916|"John Robert Ravn"|"Vejen Trælasthandel"|"Direktionspost"|""|457869
5000916|"Knud Werner Koch-Jensen"|"Vejen Trælasthandel"|"Bestyrelsespost"|""|506952
5000916|"Poul Anker Ravn"|"Vejen Trælasthandel"|"Bestyrelsespost formand"|""|616565
5000051|"David Packness Meyer"|"VELUX A/S"|"Direktionspost"|""|317305
5000051|"Jens Jørgen Madsen"|"VELUX A/S"|"Bestyrelsespost formand"|""|437651
5000051|"Jørgen Tang-Jensen"|"VELUX A/S"|"Direktionspost adm. dir"|""|472831
5000051|"Kim Wessmann Fausing"|"VELUX A/S"|"Bestyrelsespost næstformand"|""|492301
5000051|"Morten Falkenberg"|"VELUX A/S"|"Bestyrelsespost"|""|562984
5000051|"Ken-Åke Uno Ahlgren"|"VELUX A/S"|"Bestyrelsespost"|""|1697401
5000051|"Lykke Friis"|"VELUX A/S"|"Bestyrelsespost"|""|1037999
5000051|"Peter Bang"|"VELUX A/S"|"Direktionspost"|""|605396
5000289|"Bent Kristen Hede"|"Verdo"|"Bestyrelsespost"|""|273015
5000289|"Søren Einar Fischer Jensen"|"Verdo"|"Bestyrelsespost formand"|""|325157
5000289|"Erik Busk Jensen"|"Verdo"|"Bestyrelsespost"|""|334138
5000289|"Kim Frimer"|"Verdo"|"Direktionspost adm. dir"|""|492374
5000289|"Søren Sørensen"|"Verdo"|"Bestyrelsespost"|""|664912
5000289|"Tom Bøttern Hansen"|"Verdo"|"Bestyrelsespost"|""|674116
5000289|"Ejvind Holger Clemmensen"|"Verdo"|"Bestyrelsespost næstformand"|""|1879040
5000289|"Arne Erikslev"|"Verdo"|"Bestyrelsespost"|""|1879041
5000289|"Pia Maach-Møller"|"Verdo"|"Bestyrelsespost"|""|1879042
5000289|"Niels Rasmussen"|"Verdo"|"Bestyrelsespost"|""|1879043
5000289|"Henrik Gade Brendborg"|"Verdo"|"Bestyrelsespost"|""|1879044
5000289|"Jan Dalgaard Holst"|"Verdo"|"Bestyrelsespost"|""|1879045
5000289|"Camilla Dam Rasmussen"|"Verdo"|"Bestyrelsespost medarbejdervalgt"|""|1879046
5000020|"Kim Hvid Thomsen"|"Vestas"|"Bestyrelsespost Medarbejdervalgt"|""|297169
5000020|"Carsten Bjerg"|"Vestas"|"Bestyrelsespost"|""|300745
5000020|"Ditlev Engel"|"Vestas"|"Direktionspost adm. dir"|""|318993
5000020|"Jørgen Huno Rasmussen"|"Vestas"|"Bestyrelsespost"|""|467850
5000020|"Jørn Ankær Thomsen"|"Vestas"|"Bestyrelsespost"|""|474049
5000020|"Kurt Anker Nielsen"|"Vestas"|"Bestyrelsespost"|""|511947
5000020|"Sussie Dvinge Agerbo"|"Vestas"|"Bestyrelsespost Medarbejdervalgt"|""|1233562
5000020|"Michael Abildgaard Lisbjerg"|"Vestas"|"Bestyrelsespost Medarbejdervalgt"|""|1599767
5000020|"Elly Smedegaard"|"Vestas"|"Bestyrelsespost Medarbejdervalgt"|""|1599768
5000020|"Olov Håkan Eriksson"|"Vestas"|"Bestyrelsespost"|""|1722880
5000020|"Bert Åke Stefan Nordberg"|"Vestas"|"Bestyrelsespost formand"|""|17156084
5000020|"Lars Olof Josefsson"|"Vestas"|"Bestyrelsespost næstformand"|""|17156085
5000020|"Eija Pitkänen"|"Vestas"|"Bestyrelsespost"|""|17156086
5000909|"Frida Vestergaard"|"Vestergaard Company"|"Direktionspost"|""|360777
5000909|"Godtfred Vestergaard"|"Vestergaard Company"|"Bestyrelsespost"|""|367406
5000909|"Hans Peter Langkjær"|"Vestergaard Company"|"Bestyrelsespost formand"|""|385325
5000909|"Jørgen Frost"|"Vestergaard Company"|"Bestyrelsespost"|""|466572
5000720|"Aage Juhl Jørgensen"|"Vestforsyning"|"Bestyrelsespost"|""|238201
5000720|"Eli Vium Nielsen"|"Vestforsyning"|"Bestyrelsespost næstformand"|""|327248
5000720|"Finn Orvad"|"Vestforsyning"|"Bestyrelsespost"|""|350289
5000720|"Jørgen Udby"|"Vestforsyning"|"Direktionspost Administrerende direktør"|""|473172
5000720|"Pernille Rüsz Bloch"|"Vestforsyning"|"Bestyrelsespost medarbejdervalgt"|""|604708
5000720|"Arne Lægaard"|"Vestforsyning"|"Bestyrelsespost formand"|""|737765
5000720|"Jørgen Boelstoft Andersen"|"Vestforsyning"|"Bestyrelsespost"|""|1088996
5000720|"Kim Bent Lorentz Bendtsen"|"Vestforsyning"|"Bestyrelsespost"|""|1332974
5000720|"Niels Erik Krawack"|"Vestforsyning"|"Bestyrelsespost"|""|1698532
5000720|"Johnny Møller"|"Vestforsyning"|"Bestyrelsespost"|""|1825992
5000720|"John Gjørup Madsen"|"Vestforsyning"|"Bestyrelsespost"|""|1825993
5000720|"Nils Ulrik Nielsen"|"Vestforsyning"|"Bestyrelsespost"|""|16915018
5000392|"Alex Ostersen"|"Vestjyllands Andel"|"Bestyrelsespost"|""|242400
5000392|"Jens Peder Kirkegaard Bendtsen"|"Vestjyllands Andel"|"Bestyrelsespost"|""|440876
5000392|"Leif Mølgaard Haubjerg"|"Vestjyllands Andel"|"Bestyrelsespost formand"|""|525513
