"Navn"|"Kvinder"|"Mænd"|"Samlet"|"Andel.mænd"|"Kategori"
"50328"|"ANN-LEE"|7|0|7|0|"Kvinde"
"50329"|"ANN-LENE"|7|0|7|0|"Kvinde"
"50330"|"ANNLI"|7|0|7|0|"Kvinde"
"50331"|"ANNMETTE"|7|0|7|0|"Kvinde"
"50332"|"ANNSOPHIE"|7|0|7|0|"Kvinde"
"50333"|"ANTONIETTA"|7|0|7|0|"Kvinde"
"50334"|"ANTONIJA"|7|0|7|0|"Kvinde"
"50335"|"ANTONIYA"|7|0|7|0|"Kvinde"
"50336"|"ANZHELIKA"|7|0|7|0|"Kvinde"
"50337"|"ARANKA"|7|0|7|0|"Kvinde"
"50338"|"ARBNORA"|7|0|7|0|"Kvinde"
"50339"|"ARDO"|7|0|7|0|"Kvinde"
"50340"|"AREERAT"|7|0|7|0|"Kvinde"
"50341"|"ARENSE"|7|0|7|0|"Kvinde"
"50342"|"ARLYN"|7|0|7|0|"Kvinde"
"50343"|"ARNHILD"|7|0|7|0|"Kvinde"
"50344"|"ARTINA"|7|0|7|0|"Kvinde"
"50345"|"ASGERD"|7|0|7|0|"Kvinde"
"50346"|"ASHNA"|7|0|7|0|"Kvinde"
"50347"|"ÁSLAUG"|7|0|7|0|"Kvinde"
"50348"|"ASTHA"|7|0|7|0|"Kvinde"
"50349"|"ATCHARA"|7|0|7|0|"Kvinde"
"50350"|"ATHRA"|7|0|7|0|"Kvinde"
"50351"|"ATIYA"|7|0|7|0|"Kvinde"
"50352"|"AULONA"|7|0|7|0|"Kvinde"
"50353"|"AURÉLIE"|7|0|7|0|"Kvinde"
"50354"|"AVIÂJA"|7|0|7|0|"Kvinde"
"50355"|"AVIVA"|7|0|7|0|"Kvinde"
"50356"|"AWO"|7|0|7|0|"Kvinde"
"50357"|"AYAAT"|7|0|7|0|"Kvinde"
"50358"|"BAFRIN"|7|0|7|0|"Kvinde"
"50359"|"BAGDAT"|7|0|7|0|"Kvinde"
"50360"|"BAHJA"|7|0|7|0|"Kvinde"
"50361"|"BAHRIJE"|7|0|7|0|"Kvinde"
"50362"|"BARIJE"|7|0|7|0|"Kvinde"
"50363"|"BARLIN"|7|0|7|0|"Kvinde"
"50364"|"BASIRA"|7|0|7|0|"Kvinde"
"50365"|"BEDRIJE"|7|0|7|0|"Kvinde"
"50366"|"BELKISA"|7|0|7|0|"Kvinde"
"50367"|"BENDINE"|7|0|7|0|"Kvinde"
"50368"|"BENJAWAN"|7|0|7|0|"Kvinde"
"50369"|"BERETE"|7|0|7|0|"Kvinde"
"50370"|"BERITAN"|7|0|7|0|"Kvinde"
"50371"|"BERNADETH"|7|0|7|0|"Kvinde"
"50372"|"BESMA"|7|0|7|0|"Kvinde"
"50373"|"BETHANY"|7|0|7|0|"Kvinde"
"50374"|"BIA"|7|0|7|0|"Kvinde"
"50375"|"BIANCHA"|7|0|7|0|"Kvinde"
"50376"|"BILAN"|7|0|7|0|"Kvinde"
"50377"|"BILLA"|7|0|7|0|"Kvinde"
"50378"|"BISAN"|7|0|7|0|"Kvinde"
"50379"|"BLEONA"|7|0|7|0|"Kvinde"
"50380"|"BORKA"|7|0|7|0|"Kvinde"
"50381"|"BOZICA"|7|0|7|0|"Kvinde"
"50382"|"BRYNHILDUR"|7|0|7|0|"Kvinde"
"50383"|"CANDAN"|7|0|7|0|"Kvinde"
"50384"|"CANNIE"|7|0|7|0|"Kvinde"
"50385"|"CARRINNA"|7|0|7|0|"Kvinde"
"50386"|"CASSIA"|7|0|7|0|"Kvinde"
"50387"|"CEVRIYE"|7|0|7|0|"Kvinde"
"50388"|"CHAHIRA"|7|0|7|0|"Kvinde"
"50389"|"CHAHRAZAD"|7|0|7|0|"Kvinde"
"50390"|"CHAIMAE"|7|0|7|0|"Kvinde"
"50391"|"CHAMILA"|7|0|7|0|"Kvinde"
"50392"|"CHANA"|7|0|7|0|"Kvinde"
"50393"|"CHANPEN"|7|0|7|0|"Kvinde"
"50394"|"CHARITO"|7|0|7|0|"Kvinde"
"50395"|"CHATHRINE"|7|0|7|0|"Kvinde"
"50396"|"CHENAR"|7|0|7|0|"Kvinde"
"50397"|"CHERRYL"|7|0|7|0|"Kvinde"
"50398"|"CHINETTE"|7|0|7|0|"Kvinde"
"50399"|"CHONLADA"|7|0|7|0|"Kvinde"
"50400"|"CHONTHICHA"|7|0|7|0|"Kvinde"
"50401"|"CHRISTABEL"|7|0|7|0|"Kvinde"
"50402"|"CINTIA"|7|0|7|0|"Kvinde"
"50403"|"CISSEL"|7|0|7|0|"Kvinde"
"50404"|"CLARITA"|7|0|7|0|"Kvinde"
"50405"|"CLAUDETTE"|7|0|7|0|"Kvinde"
"50406"|"DAFNE"|7|0|7|0|"Kvinde"
"50407"|"DAISI"|7|0|7|0|"Kvinde"
"50408"|"DALINA"|7|0|7|0|"Kvinde"
"50409"|"DASHURIJE"|7|0|7|0|"Kvinde"
"50410"|"DEGA"|7|0|7|0|"Kvinde"
"50411"|"DEJANA"|7|0|7|0|"Kvinde"
"50412"|"DENJA"|7|0|7|0|"Kvinde"
"50413"|"DHUHA"|7|0|7|0|"Kvinde"
"50414"|"DIANNIE"|7|0|7|0|"Kvinde"
"50415"|"DIBE"|7|0|7|0|"Kvinde"
"50416"|"DINARA"|7|0|7|0|"Kvinde"
"50417"|"DIWA"|7|0|7|0|"Kvinde"
"50418"|"DJORDJICA"|7|0|7|0|"Kvinde"
"50419"|"DORIANNE"|7|0|7|0|"Kvinde"
"50420"|"DOROTEA"|7|0|7|0|"Kvinde"
"50421"|"DRAGINJA"|7|0|7|0|"Kvinde"
"50422"|"DRIFA"|7|0|7|0|"Kvinde"
"50423"|"DUNIYA"|7|0|7|0|"Kvinde"
"50424"|"DUSINE"|7|0|7|0|"Kvinde"
"50425"|"DYMA"|7|0|7|0|"Kvinde"
"50426"|"EBON"|7|0|7|0|"Kvinde"
"50427"|"EBTISAM"|7|0|7|0|"Kvinde"
"50428"|"EDELTRAUT"|7|0|7|0|"Kvinde"
"50429"|"EDITE"|7|0|7|0|"Kvinde"
"50430"|"EGITA"|7|0|7|0|"Kvinde"
"50431"|"EHLIMANA"|7|0|7|0|"Kvinde"
"50432"|"ELENOR"|7|0|7|0|"Kvinde"
"50433"|"ELLENA"|7|0|7|0|"Kvinde"
"50434"|"ELLENMARIE"|7|0|7|0|"Kvinde"
"50435"|"ELLEN-MERETE"|7|0|7|0|"Kvinde"
"50436"|"ELOÏSE"|7|0|7|0|"Kvinde"
"50437"|"ELS"|7|0|7|0|"Kvinde"
"50438"|"EMALIE"|7|0|7|0|"Kvinde"
"50439"|"EMELYN"|7|0|7|0|"Kvinde"
"50440"|"EMIKO"|7|0|7|0|"Kvinde"
"50441"|"EMILÍA"|7|0|7|0|"Kvinde"
"50442"|"EMILLIA"|7|0|7|0|"Kvinde"
"50443"|"EMMA-LINE"|7|0|7|0|"Kvinde"
"50444"|"ENCARNACION"|7|0|7|0|"Kvinde"
"50445"|"ENESA"|7|0|7|0|"Kvinde"
"50446"|"ENGELINE"|7|0|7|0|"Kvinde"
"50447"|"ENIKÖ"|7|0|7|0|"Kvinde"
"50448"|"ENVERA"|7|0|7|0|"Kvinde"
"50449"|"ERICKA"|7|0|7|0|"Kvinde"
"50450"|"ERJA"|7|0|7|0|"Kvinde"
"50451"|"ERMIRA"|7|0|7|0|"Kvinde"
"50452"|"ERNY"|7|0|7|0|"Kvinde"
"50453"|"ESLEM"|7|0|7|0|"Kvinde"
"50454"|"ESTHER-MARIE"|7|0|7|0|"Kvinde"
"50455"|"ETLA"|7|0|7|0|"Kvinde"
"50456"|"ÉVA"|7|0|7|0|"Kvinde"
"50457"|"EYGLÓ"|7|0|7|0|"Kvinde"
"50458"|"FAJER"|7|0|7|0|"Kvinde"
"50459"|"FANI"|7|0|7|0|"Kvinde"
"50460"|"FARHIO"|7|0|7|0|"Kvinde"
"50461"|"FARINA"|7|0|7|0|"Kvinde"
"50462"|"FATHIYA"|7|0|7|0|"Kvinde"
"50463"|"FEKRIJE"|7|0|7|0|"Kvinde"
"50464"|"FELICIDAD"|7|0|7|0|"Kvinde"
"50465"|"FELIZIA"|7|0|7|0|"Kvinde"
"50466"|"FELUCA"|7|0|7|0|"Kvinde"
"50467"|"FENYA"|7|0|7|0|"Kvinde"
"50468"|"FEODORA"|7|0|7|0|"Kvinde"
"50469"|"FERDANE"|7|0|7|0|"Kvinde"
"50470"|"FILLIPA"|7|0|7|0|"Kvinde"
"50471"|"FLORIE"|7|0|7|0|"Kvinde"
"50472"|"FOWSIA"|7|0|7|0|"Kvinde"
"50473"|"FOWSIYO"|7|0|7|0|"Kvinde"
"50474"|"FOWZIA"|7|0|7|0|"Kvinde"
"50475"|"FRITZIE"|7|0|7|0|"Kvinde"
"50476"|"FURAHA"|7|0|7|0|"Kvinde"
"50477"|"FØBE"|7|0|7|0|"Kvinde"
"50478"|"GALIT"|7|0|7|0|"Kvinde"
"50479"|"GAYE"|7|0|7|0|"Kvinde"
"50480"|"GEMA"|7|0|7|0|"Kvinde"
"50481"|"GENOVAITE"|7|0|7|0|"Kvinde"
"50482"|"GERDE"|7|0|7|0|"Kvinde"
"50483"|"GERTHIE"|7|0|7|0|"Kvinde"
"50484"|"GERTRUDA"|7|0|7|0|"Kvinde"
"50485"|"GHITTA"|7|0|7|0|"Kvinde"
"50486"|"GHOFRAN"|7|0|7|0|"Kvinde"
"50487"|"GIANINA"|7|0|7|0|"Kvinde"
"50488"|"GILA"|7|0|7|0|"Kvinde"
"50489"|"GUÐLAUG"|7|0|7|0|"Kvinde"
"50490"|"GUDRIDUR"|7|0|7|0|"Kvinde"
"50491"|"GULI"|7|0|7|0|"Kvinde"
"50492"|"GULNAZ"|7|0|7|0|"Kvinde"
"50493"|"GULSEN"|7|0|7|0|"Kvinde"
"50494"|"GULUZAR"|7|0|7|0|"Kvinde"
"50495"|"GUNNHILDUR"|7|0|7|0|"Kvinde"
"50496"|"GUNNLAUG"|7|0|7|0|"Kvinde"
"50497"|"GURBET"|7|0|7|0|"Kvinde"
"50498"|"GWYNETH"|7|0|7|0|"Kvinde"
"50499"|"GÜLCIHAN"|7|0|7|0|"Kvinde"
"50500"|"GÜLESER"|7|0|7|0|"Kvinde"
"50501"|"GYLLA"|7|0|7|0|"Kvinde"
"50502"|"GÜLSAN"|7|0|7|0|"Kvinde"
"50503"|"GYNNA"|7|0|7|0|"Kvinde"
"50504"|"GÜZIDE"|7|0|7|0|"Kvinde"
"50505"|"HAKIME"|7|0|7|0|"Kvinde"
"50506"|"HAMEDA"|7|0|7|0|"Kvinde"
"50507"|"HAMIYET"|7|0|7|0|"Kvinde"
"50508"|"HANINE"|7|0|7|0|"Kvinde"
"50509"|"HANNE-BIRTHE"|7|0|7|0|"Kvinde"
"50510"|"HANNE-LONE"|7|0|7|0|"Kvinde"
"50511"|"HARDA"|7|0|7|0|"Kvinde"
"50512"|"HASMIK"|7|0|7|0|"Kvinde"
"50513"|"HASNAA"|7|0|7|0|"Kvinde"
"50514"|"HATIYCE"|7|0|7|0|"Kvinde"
"50515"|"HAWIN"|7|0|7|0|"Kvinde"
"50516"|"HAYAL"|7|0|7|0|"Kvinde"
"50517"|"HAYAM"|7|0|7|0|"Kvinde"
"50518"|"HEIÐRÚN"|7|0|7|0|"Kvinde"
"50519"|"HERMINIA"|7|0|7|0|"Kvinde"
"50520"|"HOMEIRA"|7|0|7|0|"Kvinde"
"50521"|"IANNE"|7|0|7|0|"Kvinde"
"50522"|"IDA-SOPHIE"|7|0|7|0|"Kvinde"
"50523"|"IFFAT"|7|0|7|0|"Kvinde"
"50524"|"ILA"|7|0|7|0|"Kvinde"
"50525"|"ILENE"|7|0|7|0|"Kvinde"
"50526"|"ILONKA"|7|0|7|0|"Kvinde"
"50527"|"ILVA"|7|0|7|0|"Kvinde"
"50528"|"INGELISSE"|7|0|7|0|"Kvinde"
"50529"|"INGE-LOUISE"|7|0|7|0|"Kvinde"
"50530"|"INGER-LISBETH"|7|0|7|0|"Kvinde"
"50531"|"INGER-MARGRETE"|7|0|7|0|"Kvinde"
"50532"|"INAAYA"|7|0|7|0|"Kvinde"
"50533"|"IRMGART"|7|0|7|0|"Kvinde"
"50534"|"IZABELLE"|7|0|7|0|"Kvinde"
"50535"|"JA"|7|0|7|0|"Kvinde"
"50536"|"JACQUELIN"|7|0|7|0|"Kvinde"
"50537"|"JAKLIN"|7|0|7|0|"Kvinde"
"50538"|"JAKOBE"|7|0|7|0|"Kvinde"
"50539"|"JALILA"|7|0|7|0|"Kvinde"
"50540"|"JAMILAH"|7|0|7|0|"Kvinde"
"50541"|"JANEKE"|7|0|7|0|"Kvinde"
"50542"|"JANICKE"|7|0|7|0|"Kvinde"
"50543"|"JASAMIN"|7|0|7|0|"Kvinde"
"50544"|"JASTRID"|7|0|7|0|"Kvinde"
"50545"|"JAVERIA"|7|0|7|0|"Kvinde"
"50546"|"JEANNY"|7|0|7|0|"Kvinde"
"50547"|"JEMINA"|7|0|7|0|"Kvinde"
"50548"|"JENJIRA"|7|0|7|0|"Kvinde"
"50549"|"JEYANTHY"|7|0|7|0|"Kvinde"
"50550"|"JITTRA"|7|0|7|0|"Kvinde"
"50551"|"JOANITA"|7|0|7|0|"Kvinde"
"50552"|"JOMANA"|7|0|7|0|"Kvinde"
"50553"|"JORDANA"|7|0|7|0|"Kvinde"
"50554"|"JOSÉPHINE"|7|0|7|0|"Kvinde"
"50555"|"JOSTA"|7|0|7|0|"Kvinde"
"50556"|"JULLE"|7|0|7|0|"Kvinde"
"50557"|"JUNIA"|7|0|7|0|"Kvinde"
"50558"|"JUTA"|7|0|7|0|"Kvinde"
"50559"|"KAFA"|7|0|7|0|"Kvinde"
"50560"|"KAIRI"|7|0|7|0|"Kvinde"
"50561"|"KALA"|7|0|7|0|"Kvinde"
"50562"|"KALTOUM"|7|0|7|0|"Kvinde"
"50563"|"KALYANI"|7|0|7|0|"Kvinde"
"50564"|"KAMELIA"|7|0|7|0|"Kvinde"
"50565"|"KANNE"|7|0|7|0|"Kvinde"
"50566"|"KAORI"|7|0|7|0|"Kvinde"
"50567"|"KAREN-MERETE"|7|0|7|0|"Kvinde"
"50568"|"KARI-ANN"|7|0|7|0|"Kvinde"
"50569"|"KARISHMA"|7|0|7|0|"Kvinde"
"50570"|"KARLA-MARIE"|7|0|7|0|"Kvinde"
"50571"|"KARLINA"|7|0|7|0|"Kvinde"
"50572"|"KARMEN"|7|0|7|0|"Kvinde"
"50573"|"KARRINA"|7|0|7|0|"Kvinde"
"50574"|"KASMIRA"|7|0|7|0|"Kvinde"
"50575"|"KATARÍNA"|7|0|7|0|"Kvinde"
"50576"|"KATHLIN"|7|0|7|0|"Kvinde"
"50577"|"KATINA"|7|0|7|0|"Kvinde"
"50578"|"KAUTHER"|7|0|7|0|"Kvinde"
"50579"|"KAYLEE"|7|0|7|0|"Kvinde"
"50580"|"KELIMA"|7|0|7|0|"Kvinde"
"50581"|"KERRIN"|7|0|7|0|"Kvinde"
"50582"|"KERTTU"|7|0|7|0|"Kvinde"
"50583"|"KESIA"|7|0|7|0|"Kvinde"
"50584"|"KETHY"|7|0|7|0|"Kvinde"
"50585"|"KHORSHID"|7|0|7|0|"Kvinde"
"50586"|"KIMIKO"|7|0|7|0|"Kvinde"
"50587"|"KIMMA"|7|0|7|0|"Kvinde"
"50588"|"KINDA"|7|0|7|0|"Kvinde"
"50589"|"KIRKE"|7|0|7|0|"Kvinde"
"50590"|"KISA"|7|0|7|0|"Kvinde"
"50591"|"KITHA"|7|0|7|0|"Kvinde"
"50592"|"KITTIYA"|7|0|7|0|"Kvinde"
"50593"|"KLARA-SOFIE"|7|0|7|0|"Kvinde"
"50594"|"KLARISSA"|7|0|7|0|"Kvinde"
"50595"|"KLEO"|7|0|7|0|"Kvinde"
"50596"|"KONSTANCE"|7|0|7|0|"Kvinde"
"50597"|"KRISTBJØRG"|7|0|7|0|"Kvinde"
"50598"|"KYRA"|7|0|7|0|"Kvinde"
"50599"|"LACRAMIOARA"|7|0|7|0|"Kvinde"
"50600"|"LAIAL"|7|0|7|0|"Kvinde"
"50601"|"LALAINE"|7|0|7|0|"Kvinde"
"50602"|"LALLA"|7|0|7|0|"Kvinde"
"50603"|"LAMYAI"|7|0|7|0|"Kvinde"
"50604"|"LATIFAH"|7|0|7|0|"Kvinde"
"50605"|"LAURINA"|7|0|7|0|"Kvinde"
"50606"|"LEANNA"|7|0|7|0|"Kvinde"
"50607"|"LEONIDA"|7|0|7|0|"Kvinde"
"50608"|"LEONTINA"|7|0|7|0|"Kvinde"
"50609"|"LICIA"|7|0|7|0|"Kvinde"
"50610"|"LILITA"|7|0|7|0|"Kvinde"
"50611"|"LILLEN"|7|0|7|0|"Kvinde"
"50612"|"LINE-MARIE"|7|0|7|0|"Kvinde"
"50613"|"LIS-MARI"|7|0|7|0|"Kvinde"
"50614"|"LISSE-LOTTE"|7|0|7|0|"Kvinde"
"50615"|"LITZA"|7|0|7|0|"Kvinde"
"50616"|"LITZIE"|7|0|7|0|"Kvinde"
"50617"|"LJINDITA"|7|0|7|0|"Kvinde"
"50618"|"LONY"|7|0|7|0|"Kvinde"
"50619"|"LORENE"|7|0|7|0|"Kvinde"
"50620"|"LOUISE-MARIE"|7|0|7|0|"Kvinde"
"50621"|"LOVELY"|7|0|7|0|"Kvinde"
"50622"|"LUBA"|7|0|7|0|"Kvinde"
"50623"|"LUCIENNE"|7|0|7|0|"Kvinde"
"50624"|"LUCIJA"|7|0|7|0|"Kvinde"
"50625"|"LUDOVICA"|7|0|7|0|"Kvinde"
"50626"|"LYN"|7|0|7|0|"Kvinde"
"50627"|"MADHURI"|7|0|7|0|"Kvinde"
"50628"|"MAHASSEN"|7|0|7|0|"Kvinde"
"50629"|"MAHEK"|7|0|7|0|"Kvinde"
"50630"|"MAHESWARY"|7|0|7|0|"Kvinde"
"50631"|"MAHWISH"|7|0|7|0|"Kvinde"
"50632"|"MAILI"|7|0|7|0|"Kvinde"
"50633"|"MAILIS"|7|0|7|0|"Kvinde"
"50634"|"MAIMONA"|7|0|7|0|"Kvinde"
"50635"|"MAIYA"|7|0|7|0|"Kvinde"
"50636"|"MAKAYA"|7|0|7|0|"Kvinde"
"50637"|"MAKKA"|7|0|7|0|"Kvinde"
"50638"|"MALOUCA"|7|0|7|0|"Kvinde"
"50639"|"MALYUN"|7|0|7|0|"Kvinde"
"50640"|"MAMUDIJE"|7|0|7|0|"Kvinde"
"50641"|"MANJU"|7|0|7|0|"Kvinde"
"50642"|"MAREAM"|7|0|7|0|"Kvinde"
"50643"|"MARGARIT"|7|0|7|0|"Kvinde"
"50644"|"MARGOTH"|7|0|7|0|"Kvinde"
"50645"|"MARGRETH"|7|0|7|0|"Kvinde"
"50646"|"MARIBETH"|7|0|7|0|"Kvinde"
"50647"|"MARILIA"|7|0|7|0|"Kvinde"
"50648"|"MARIM"|7|0|7|0|"Kvinde"
"50649"|"MARINKA"|7|0|7|0|"Kvinde"
"50650"|"MARISKA"|7|0|7|0|"Kvinde"
"50651"|"MARIZA"|7|0|7|0|"Kvinde"
"50652"|"MARJUT"|7|0|7|0|"Kvinde"
"50653"|"MARTINNA"|7|0|7|0|"Kvinde"
"50654"|"MARTJE"|7|0|7|0|"Kvinde"
"50655"|"MARYANNA"|7|0|7|0|"Kvinde"
"50656"|"MASUMA"|7|0|7|0|"Kvinde"
"50657"|"MATHIE"|7|0|7|0|"Kvinde"
"50658"|"MAYS"|7|0|7|0|"Kvinde"
"50659"|"MEHRNAZ"|7|0|7|0|"Kvinde"
"50660"|"MELIZZA"|7|0|7|0|"Kvinde"
"50661"|"MERCEDITA"|7|0|7|0|"Kvinde"
"50662"|"MERJA"|7|0|7|0|"Kvinde"
"50663"|"MERJEM"|7|0|7|0|"Kvinde"
"50664"|"METTE-KATRINE"|7|0|7|0|"Kvinde"
"50665"|"METTELENE"|7|0|7|0|"Kvinde"
"50666"|"METTHE"|7|0|7|0|"Kvinde"
"50667"|"MEVLA"|7|0|7|0|"Kvinde"
"50668"|"MEYRA"|7|0|7|0|"Kvinde"
"50669"|"MIAMARIAH"|7|0|7|0|"Kvinde"
"50670"|"MILIJANA"|7|0|7|0|"Kvinde"
"50671"|"MIRASOL"|7|0|7|0|"Kvinde"
"50672"|"MIRNESA"|7|0|7|0|"Kvinde"
"50673"|"MIYUKI"|7|0|7|0|"Kvinde"
"50674"|"MONICK"|7|0|7|0|"Kvinde"
"50675"|"MONIK"|7|0|7|0|"Kvinde"
"50676"|"MÓNIKA"|7|0|7|0|"Kvinde"
"50677"|"MONIREH"|7|0|7|0|"Kvinde"
"50678"|"MONTAHA"|7|0|7|0|"Kvinde"
"50679"|"MUJESIRA"|7|0|7|0|"Kvinde"
"50680"|"MUZAFERA"|7|0|7|0|"Kvinde"
"50681"|"MUZHGAN"|7|0|7|0|"Kvinde"
"50682"|"MYROSLAVA"|7|0|7|0|"Kvinde"
"50683"|"NAGHMEH"|7|0|7|0|"Kvinde"
"50684"|"NAIYA"|7|0|7|0|"Kvinde"
"50685"|"NAIYANA"|7|0|7|0|"Kvinde"
"50686"|"NAJANNGUAQ"|7|0|7|0|"Kvinde"
"50687"|"NAJARAQ"|7|0|7|0|"Kvinde"
"50688"|"NAJIHA"|7|0|7|0|"Kvinde"
"50689"|"NANKE"|7|0|7|0|"Kvinde"
"50690"|"NANNIE"|7|0|7|0|"Kvinde"
"50691"|"NANTHAWAN"|7|0|7|0|"Kvinde"
"50692"|"NANY"|7|0|7|0|"Kvinde"
"50693"|"NARUMOL"|7|0|7|0|"Kvinde"
"50694"|"NATASCHIA"|7|0|7|0|"Kvinde"
"50695"|"NATAZIA"|7|0|7|0|"Kvinde"
"50696"|"NAYFE"|7|0|7|0|"Kvinde"
"50697"|"NEDIME"|7|0|7|0|"Kvinde"
"50698"|"NEDZMIJE"|7|0|7|0|"Kvinde"
"50699"|"NEELTJE"|7|0|7|0|"Kvinde"
"50700"|"NEJMA"|7|0|7|0|"Kvinde"
"50701"|"NENNA"|7|0|7|0|"Kvinde"
"50702"|"NICHA"|7|0|7|0|"Kvinde"
"50703"|"NICOLLE"|7|0|7|0|"Kvinde"
"50704"|"NINIA"|7|0|7|0|"Kvinde"
"50705"|"NIRA"|7|0|7|0|"Kvinde"
"50706"|"NONGNUCH"|7|0|7|0|"Kvinde"
"50707"|"NONGYAO"|7|0|7|0|"Kvinde"
"50708"|"NORMI"|7|0|7|0|"Kvinde"
"50709"|"NUGGA"|7|0|7|0|"Kvinde"
"50710"|"NURIT"|7|0|7|0|"Kvinde"
"50711"|"NURKA"|7|0|7|0|"Kvinde"
"50712"|"NYAH"|7|0|7|0|"Kvinde"
"50713"|"OCTAVIA"|7|0|7|0|"Kvinde"
"50714"|"OKTAVIA"|7|0|7|0|"Kvinde"
"50715"|"OLIVIJA"|7|0|7|0|"Kvinde"
"50716"|"OLLY"|7|0|7|0|"Kvinde"
"50717"|"ONANONG"|7|0|7|0|"Kvinde"
"50718"|"OZRA"|7|0|7|0|"Kvinde"
"50719"|"PAKEEZA"|7|0|7|0|"Kvinde"
"50720"|"PAKIZA"|7|0|7|0|"Kvinde"
"50721"|"PANADDA"|7|0|7|0|"Kvinde"
"50722"|"PANDORA"|7|0|7|0|"Kvinde"
"50723"|"PANITA"|7|0|7|0|"Kvinde"
"50724"|"PARASCHIVA"|7|0|7|0|"Kvinde"
"50725"|"PARDIS"|7|0|7|0|"Kvinde"
"50726"|"PARWEEN"|7|0|7|0|"Kvinde"
"50727"|"PATCHARIN"|7|0|7|0|"Kvinde"
"50728"|"PAYANA"|7|0|7|0|"Kvinde"
"50729"|"PEACE"|7|0|7|0|"Kvinde"
"50730"|"PHANIDA"|7|0|7|0|"Kvinde"
"50731"|"PHIKUL"|7|0|7|0|"Kvinde"
"50732"|"PILUNNGUAQ"|7|0|7|0|"Kvinde"
"50733"|"PORTIA"|7|0|7|0|"Kvinde"
"50734"|"PREETHI"|7|0|7|0|"Kvinde"
"50735"|"PRISKA"|7|0|7|0|"Kvinde"
"50736"|"PAARNANNGUAQ"|7|0|7|0|"Kvinde"
"50737"|"QUINNIE"|7|0|7|0|"Kvinde"
"50738"|"RABHA"|7|0|7|0|"Kvinde"
"50739"|"RABIAH"|7|0|7|0|"Kvinde"
"50740"|"RADIJE"|7|0|7|0|"Kvinde"
"50741"|"RAIFE"|7|0|7|0|"Kvinde"
"50742"|"RAJAE"|7|0|7|0|"Kvinde"
"50743"|"RANDIE"|7|0|7|0|"Kvinde"
"50744"|"RANEEM"|7|0|7|0|"Kvinde"
"50745"|"RANVEIG"|7|0|7|0|"Kvinde"
"50746"|"RASAMALAR"|7|0|7|0|"Kvinde"
"50747"|"RATCHANOK"|7|0|7|0|"Kvinde"
"50748"|"RAUNI"|7|0|7|0|"Kvinde"
"50749"|"REDZIJE"|7|0|7|0|"Kvinde"
"50750"|"REEMA"|7|0|7|0|"Kvinde"
"50751"|"REINA"|7|0|7|0|"Kvinde"
"50752"|"RENOO"|7|0|7|0|"Kvinde"
"50753"|"RIANA"|7|0|7|0|"Kvinde"
"50754"|"RIANNA"|7|0|7|0|"Kvinde"
"50755"|"RICHA"|7|0|7|0|"Kvinde"
"50756"|"RINESA"|7|0|7|0|"Kvinde"
"50757"|"RITCHEL"|7|0|7|0|"Kvinde"
"50758"|"RITU"|7|0|7|0|"Kvinde"
"50759"|"ROBABEH"|7|0|7|0|"Kvinde"
"50760"|"ROMUALDA"|7|0|7|0|"Kvinde"
"50761"|"ROQAIA"|7|0|7|0|"Kvinde"
"50762"|"ROSA-MARIA"|7|0|7|0|"Kvinde"
"50763"|"ROSANGELA"|7|0|7|0|"Kvinde"
"50764"|"ROSANNE"|7|0|7|0|"Kvinde"
"50765"|"ROZINA"|7|0|7|0|"Kvinde"
"50766"|"RUFINA"|7|0|7|0|"Kvinde"
"50767"|"RUGILE"|7|0|7|0|"Kvinde"
"50768"|"RUNGNAPA"|7|0|7|0|"Kvinde"
"50769"|"RUQIYO"|7|0|7|0|"Kvinde"
"50770"|"RUSMIRA"|7|0|7|0|"Kvinde"
"50771"|"RUSUL"|7|0|7|0|"Kvinde"
"50772"|"RUTT"|7|0|7|0|"Kvinde"
"50773"|"RUWAIDA"|7|0|7|0|"Kvinde"
"50774"|"RØNNAUG"|7|0|7|0|"Kvinde"
"50775"|"SABILA"|7|0|7|0|"Kvinde"
"50776"|"SABITA"|7|0|7|0|"Kvinde"
"50777"|"SABRIA"|7|0|7|0|"Kvinde"
"50778"|"SACIRA"|7|0|7|0|"Kvinde"
"50779"|"SADETE"|7|0|7|0|"Kvinde"
"50780"|"SAEEDEH"|7|0|7|0|"Kvinde"
"50781"|"SAEIDEH"|7|0|7|0|"Kvinde"
"50782"|"SAFINAZ"|7|0|7|0|"Kvinde"
"50783"|"SAFRAN"|7|0|7|0|"Kvinde"
"50784"|"SAHADETE"|7|0|7|0|"Kvinde"
"50785"|"SAIDE"|7|0|7|0|"Kvinde"
"50786"|"SALHA"|7|0|7|0|"Kvinde"
"50787"|"SALIME"|7|0|7|0|"Kvinde"
"50788"|"SALY"|7|0|7|0|"Kvinde"
"50789"|"SAMANEH"|7|0|7|0|"Kvinde"
"50790"|"SAMILA"|7|0|7|0|"Kvinde"
"50791"|"SAMIYE"|7|0|7|0|"Kvinde"
"50792"|"SAMLEE"|7|0|7|0|"Kvinde"
"50793"|"SANGITA"|7|0|7|0|"Kvinde"
"50794"|"SAOWALAK"|7|0|7|0|"Kvinde"
"50795"|"SARAH-MARIE"|7|0|7|0|"Kvinde"
"50796"|"SARAH-SOFIE"|7|0|7|0|"Kvinde"
"50797"|"SARYA"|7|0|7|0|"Kvinde"
